chapter_id,chapter_name,character,is_main_character,text,line_index,topic,topic_prob,sentiment_label,sentiment_score,sentiment
2b,A Red Letter Day,Barney,True,Yeah. Longer if we are lucky.,100,-1,0.2573998578497086,positive,0.5919750928878784,positive
2b,A Red Letter Day,Alyx,True,Barney.. You are not an animal person?,101,5,0.5596774683087414,negative,0.7235884666442871,negative
2b,A Red Letter Day,Barney,True,Ugh.,102,0,0.5494573971279636,negative,0.5854474306106567,negative
2b,A Red Letter Day,Dr. Kleiner,True,"Well Gordon go ahead, slip into your suit now.",103,3,0.590247951429031,neutral,0.6363765001296997,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Well Gordon I see your HEV suit still fits you like a glove, at least the glove parts do.",104,3,0.5619188174025732,positive,0.7042388916015625,positive
2b,A Red Letter Day,Dr. Kleiner,True,"I have made a few modifications, but I will just acquaint you with the essentials, now lets see..",105,-1,0.1654930656491383,neutral,0.70917147397995,neutral
2b,A Red Letter Day,Dr. Kleiner,True,The Mark V Hazardous Environment Suit has been redesigned for comfort and utility..,106,-1,0.16681649347899155,positive,0.5665864944458008,positive
2b,A Red Letter Day,Dr. Kleiner,True,Oh dear!,107,0,0.49878941344581074,neutral,0.4263339340686798,neutral
2b,A Red Letter Day,Barney,True,Doc we dont have time for this. At least get that suit juiced up Gordon.,108,3,0.25486349158660093,negative,0.7399500608444214,negative
2b,A Red Letter Day,Dr. Kleiner,True,"Good idea, there is a charger on the wall. I have modified your suit to draw power from combine energy outlets, which are plentiful wherever they patrol.",109,2,0.4019925207004468,positive,0.8551914691925049,positive
2b,A Red Letter Day,Alyx,True,"Meanwhile, lets get this show on the road.",110,-1,0.29119923624270433,positive,0.6266464591026306,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Gordon, why dont you position yourself near the panel over there and wait for my word?",111,3,1.0,neutral,0.7516884803771973,neutral
2b,A Red Letter Day,Eli,True,Issac are you there?,112,-1,0.11288233618636129,neutral,0.9498759508132935,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Yes, yes, Eli, a bit of a hold up on this end. You will never guess who found his way into our lab this morning.",113,1,0.1479668914342745,neutral,0.5902687311172485,neutral
2b,A Red Letter Day,Eli,True,"Thats not who I think it is, is it?",114,1,1.0,negative,0.703685462474823,negative
2b,A Red Letter Day,Dr. Kleiner,True,"Indeed it is, and its our intention to send him packing straight away, in the company of your lovely daughter.",115,0,0.553490471624425,positive,0.6045733690261841,positive
2b,A Red Letter Day,Alyx,True,Are you ready for us dad?,116,0,0.7464049130006855,neutral,0.6035690307617188,neutral
2b,A Red Letter Day,Eli,True,We are all set on this end.,117,0,1.0,neutral,0.5576449036598206,neutral
2b,A Red Letter Day,Alyx,True,Then lets do it,118,0,0.5558873867523973,neutral,0.6582712531089783,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Lets see, the massless field flux should self-limit and I have clamped the manifold parameters to include CY Hilbert and GC orbitfold inclusive. Conditions could not be more ideal.",119,4,0.18055295198025417,positive,0.712005615234375,positive
2b,A Red Letter Day,Barney,True,Thats what you said last time.,120,0,1.0,neutral,0.8244994878768921,neutral
2b,A Red Letter Day,Alyx,True,"Hey, uh, yeah, about that cat..",121,5,1.0,neutral,0.7349370718002319,neutral
2b,A Red Letter Day,Dr. Kleiner,True,Initializing in three.. two.. one.. Oh fiddlesticks what now?,122,-1,0.3969171333789004,neutral,0.7449135780334473,neutral
2b,A Red Letter Day,Alyx,True,"Uh, doctor the plug.",123,1,1.0,neutral,0.8047494292259216,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Dear me, you are right, Gordon would you mind plugging us in.",124,3,0.42226600849133755,neutral,0.5685052871704102,neutral
2b,A Red Letter Day,Alyx,True,You gonna let Gordon throw the switch?,125,3,0.5893758648386872,neutral,0.8867348432540894,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Gordon, go right ahead.",126,3,1.0,neutral,0.5810367465019226,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Very good, final sequence commencing..now.",127,0,0.5526671315443543,positive,0.9857057332992554,positive
2b,A Red Letter Day,Barney,True,I cant look.,128,7,1.0,neutral,0.5174928307533264,neutral
2b,A Red Letter Day,Alyx,True,"Uh, ok, oh ah ohhh!",129,0,0.7656941843403882,positive,0.5205363631248474,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Well, did it work?",130,6,0.19972279168842283,neutral,0.6730816960334778,neutral
2b,A Red Letter Day,Eli,True,See for yourself,131,7,0.22522459686971966,neutral,0.6385014653205872,neutral
2b,A Red Letter Day,Alyx,True,Hey doc!,132,1,1.0,positive,0.7834935188293457,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Thank goodness, my relief is almost palpable",133,1,1.0,positive,0.9658989310264587,positive
2b,A Red Letter Day,Eli,True,Fantastic work Izzy,134,1,1.0,positive,0.966536819934845,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Well I cant take all the credit, Dr. Freeman proved an able assistant",135,1,1.0,positive,0.5287864208221436,positive
2b,A Red Letter Day,Eli,True,Lets go ahead and bring Gordon through now.,136,3,1.0,neutral,0.8616949319839478,neutral
2b,A Red Letter Day,Dr. Kleiner,True,"Right you are, speak to you again in a few moments.",137,0,1.0,neutral,0.7556942105293274,neutral
2b,A Red Letter Day,Barney,True,"Good job Gordon, throwing that switch and all, I can see your M.I.T. education really pays off.",138,3,1.0,positive,0.9696663618087769,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Alright Barney, your turn.",139,5,1.0,neutral,0.6664451360702515,neutral
2b,A Red Letter Day,Barney,True,Gee thanks,140,1,1.0,positive,0.7842636704444885,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Gordon, as soon as you are in position we will send you to Eli.",141,3,0.33707902863760075,neutral,0.8770776987075806,neutral
2b,A Red Letter Day,Barney,True,And not a moment too soon,142,-1,0.27000191085161857,positive,0.6085739135742188,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Excellent, initializing, in three.. two.. one.., eh Barney if you would be so kind?",143,5,0.3221779584732008,positive,0.9062591791152954,positive
2b,A Red Letter Day,Barney,True,Good luck out there Gordon,144,3,1.0,positive,0.9328654408454895,positive
2b,A Red Letter Day,Dr. Kleiner,True,"Yes indeed, we are ready to project you Gordon, best of luck in your future endeavors, and bon voyage, final sequence.",145,3,0.2642712487275982,positive,0.9790154695510864,positive
2b,A Red Letter Day,Barney,True,What the hell?,146,-1,0.05799583055110482,negative,0.7762783765792847,negative
2b,A Red Letter Day,Dr. Kleiner,True,What is it?,147,7,1.0,neutral,0.792158305644989,neutral
2b,A Red Letter Day,Barney,True,Its your pet the freaking head humper!,148,0,0.3811022293203463,negative,0.4946182668209076,negative
2b,A Red Letter Day,Dr. Kleiner,True,Llamar? Hedy! No!,149,5,1.0,negative,0.7827924489974976,negative
2b,A Red Letter Day,Barney,True,Look out!,150,7,1.0,neutral,0.5736438632011414,neutral
2b,A Red Letter Day,Barney,True,There he is!,151,0,1.0,positive,0.8227157592773438,positive
2b,A Red Letter Day,Dr. Kleiner,True,Is Llamar with him?,152,5,1.0,neutral,0.9549748301506042,neutral
2b,A Red Letter Day,Barney,True,Forget about that thing!,153,0,1.0,negative,0.7248420119285583,negative
2b,A Red Letter Day,Alyx,True,He is coming through dad!,154,0,0.5575763688268892,positive,0.9105162620544434,positive
2b,A Red Letter Day,Eli,True,What is going on Judith?,155,1,1.0,neutral,0.8187761306762695,neutral
2b,A Red Letter Day,Dr. Mossman,True,"Im not sure, it seems to be some kind of interference.",156,2,0.31745139460181276,negative,0.4972178339958191,negative
2b,A Red Letter Day,Eli,True,Gordon stay put we will get ya out of there.,157,3,1.0,neutral,0.6616784334182739,neutral
2b,A Red Letter Day,Dr. Mossman,True,Something is drawing him away.,158,0,1.0,negative,0.649124264717102,negative
2b,A Red Letter Day,Dr. Breen,True,What is the meaning of this? Who are you? How did you get in here?,159,0,1.0,neutral,0.6140658855438232,neutral
2b,A Red Letter Day,Barney,True,"He is back, Im getting him outta there.",160,0,0.3409425205934926,neutral,0.5556493997573853,neutral
2b,A Red Letter Day,Dr. Kleiner,True,You cant just wade into the field! It will peel you apart!,161,8,0.03382978262890728,negative,0.8137888312339783,negative
2b,A Red Letter Day,Alyx,True,We just lost Gordon what is going on?,162,3,0.42072890904962407,negative,0.64786297082901,negative
2b,A Red Letter Day,Dr. Kleiner,True,"I wish I knew, Im encountering unexpected interference",163,2,0.3154987689224679,negative,0.5989041924476624,negative
2b,A Red Letter Day,Barney,True,Dont worry Gordon we will..,164,3,1.0,positive,0.7573643326759338,positive
2b,A Red Letter Day,Alyx,True,There he is!,165,0,0.3476910333597125,positive,0.8227157592773438,positive
2b,A Red Letter Day,Dr. Mossman,True,Ah! We are losing him again!,166,0,0.15161054240875774,negative,0.8569394946098328,negative
2b,A Red Letter Day,Dr. Breen,True,"The man I saw, im all but certaint it was... Gordon Freeman",167,1,1.0,neutral,0.7675787806510925,neutral
2b,A Red Letter Day,Dr. Kleiner,True,What do you mean he is not there?,168,0,1.0,neutral,0.7070788145065308,neutral
2b,A Red Letter Day,Eli,True,He didnt come through.,169,-1,0.13593711148927218,negative,0.6570580005645752,negative
2b,A Red Letter Day,Dr. Kleiner,True,Then where is he?,170,0,1.0,neutral,0.6374320983886719,neutral
2b,A Red Letter Day,Eli,True,Behind you.,171,0,1.0,neutral,0.7142672538757324,neutral
2b,A Red Letter Day,Dr. Kleiner,True,Ahh!,172,0,0.6969730083754706,positive,0.6454574465751648,positive
2b,A Red Letter Day,Eli,True,Shut it down! Shut it down!,173,0,1.0,neutral,0.5622598528862,neutral
2b,A Red Letter Day,Dr. Kleiner,True,Gordon run! You must get out of here!,174,3,0.6830688106029105,negative,0.6652439832687378,negative
2b,A Red Letter Day,Barney,True,Get down outta sight I will come find you!,175,0,0.24089705479702012,neutral,0.574371874332428,neutral
2b,A Red Letter Day,Barney,True,"Gordon! I have never seen the citadel on full alert like that! Take the old canals out of city 17 to Eli, its dangerous but there is a whole network of resistance members who run the underground railroad. I would come with you but I have to look after Dr. Kliener. Oh and before I forget, I think you dropped this back at black mesa.",176,2,0.5211576449151526,negative,0.6694024205207825,negative
2b,A Red Letter Day,Barney,True,"Good luck out there buddy, you are gonna need it.",177,2,1.0,positive,0.9682552218437195,positive
2c,Route Kanal,Citizen,False,Help me! Stop we didnt do anything!,178,0,0.20838415473234448,negative,0.869803249835968,negative
2c,Route Kanal,Citizen,False,They will be looking for you now. You should run there is nothing else you can do here.,179,-1,0.2540775539032959,neutral,0.4871080815792084,neutral
2c,Route Kanal,Citizen,False,"Good god! Guess those sirens are for you huh? Good thing you found us, you are not the first to come through by a..",180,2,0.15653352617244104,negative,0.38615134358406067,negative
2c,Route Kanal,Vortigaunt,True,"This is the freeman, the reckoning of the combine has come.",181,1,0.3806088163049678,neutral,0.7845132350921631,neutral
2c,Route Kanal,Citizen,False,Look we are just a lookout for the underground railroad. Main station is right around the corner. They will get you started on the right foot. Meanwhile let my vorigaunt friend here give you a jolt to get going.,182,2,0.3369945419456152,neutral,0.5757499933242798,neutral
2c,Route Kanal,Vortigaunt,True,That is all we can spare.,183,-1,0.049682063342054314,negative,0.4623677730560303,negative
2c,Route Kanal,Citizen,False,"Be careful now, we REALLY cant afford to get noticed. Civil protection catches you down here, its bad news for the whole railroad.",184,-1,0.3202424901064043,negative,0.9106110334396362,negative
2c,Route Kanal,Vortigaunt,True,We serve the same mystery.,185,-1,0.05142460512171999,neutral,0.7437185049057007,neutral
2c,Route Kanal,Citizen,False,Get outta here.,186,0,0.7901970981383781,negative,0.6598532795906067,negative
2c,Route Kanal,Citizen,False,Wait. what are you.. no.. please.. dont shoot! Ahhh!,187,0,0.25366231852140514,negative,0.8042170405387878,negative
2c,Route Kanal,Radio,False,Station 12 come in. Station 12 do you read?,188,2,1.0,neutral,0.934684157371521,neutral
2c,Route Kanal,Radio,False,"This is station 8! We heard 12 go down and out! Surgical strike units are targeting the railway stations! Repeat Civil Protection is coming down on the stations! We are already getting refuges from 9 and outlying, looks like..(static)",189,2,1.0,negative,0.7136791348457336,negative
2c,Route Kanal,Radio,False,Station 8 do you copy? Station 8 are you there? We have confirmed reports of manhacks. Repeat they are filling the underground with manhacks.,190,2,0.6448223732326103,neutral,0.5138896703720093,neutral
2c,Route Kanal,Citizen,False,Over here! Keep going friend that station was raided but there are still others up ahead. I am gonna stay here in case any others come through. Gotta keep the railway alive.,191,2,1.0,positive,0.7253727912902832,positive
2c,Route Kanal,Civil Patrol,False,Anyone else get a 647-E reading?,192,6,1.0,neutral,0.8939999341964722,neutral
2c,Route Kanal,Civil Patrol,False,Check for miscount.,193,6,0.3040982024105147,neutral,0.828889012336731,neutral
2c,Route Kanal,Civil Patrol,False,Still getting that 647-E reading.,194,6,1.0,neutral,0.844853937625885,neutral
2c,Route Kanal,Civil Patrol,False,There he is!,195,0,1.0,positive,0.8227157592773438,positive
2c,Route Kanal,Citizen,False,"Get in here, hurry! Civil protection is on to us. We are tearing up the railroad, covering up our tracks. Looks like you are going to be the last one through. Be glad you are not the guy they are looking for. Poor bastard does not stand a chance. Sounds like they are calling in every CP unit in city 17. Now they are flooding the areas up ahead with manhacks. You better get going before they sweep through here",196,2,1.0,negative,0.8322109580039978,negative
2c,Route Kanal,Citizen,False,Oh shit!,197,0,1.0,positive,0.35831519961357117,positive
2c,Route Kanal,Citizen,False,"Thanks for your help. Look it isnt safe here, I will give you some supplies to get you going but then you have to leave. Good luck out there!",198,2,0.2983331751660954,positive,0.41671714186668396,positive
2c,Route Kanal,Citizen,False,Hey! You are Freeman arent you? We got word that you were coming. You got here at a bad time.,199,1,1.0,negative,0.7772621512413025,negative
2c,Route Kanal,Alyx,True,"Black Mesa East to station 6 do you read? Dr. Freeman is on his way downriver. Lend him the airboat and give him all the help you can. Repeat Gordon Freeman has returned, it is critical he reaches Black Mesa East.",200,-1,0.16729618815716357,neutral,0.7075758576393127,neutral
2c,Route Kanal,Citizen,False,You better get going now.,201,0,1.0,neutral,0.6413651704788208,neutral
